Stat	Net	Cha	Lo	Rate	Start time	End time	Lat	Lon	Elev	Depth	Dip	Azimuth
B004	PB	BS3	T0	20.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	166.1	0.0	48.2
B004	PB	BS4	T0	20.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	166.1	0.0	18.3
B004	PB	EH1	--	100.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	167.5
B004	PB	EH2	--	100.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	257.5
B004	PB	EHZ	--	100.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	-90.0	0.0
B004	PB	LCC	--	1.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	0.0
B004	PB	LCE	--	1.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	0.0
B004	PB	LCL	--	1.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	0.0
B004	PB	LCQ	--	1.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	156.1	0.0	0.0
B004	PB	LDD	--	1.0000000	2009/11/19,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	3.4	0.0	0.0
B004	PB	LDO	--	1.0000000	2005/06/15,00:00:00	3000/01/01,00:00:00	48.20193	-124.42701	30.0	0.0	0.0	0.0
